_u1.fuid,_u1.fplatformname,_u1.dt,_u1.if_away,_u1.label_score_week,_u1.label_score_month,_u1.play_score_alteration,_u1.label_score,_u1.play_passion_7day,_u1.pay_passion_7day,_u1.play_passion_30day,_u1.pay_passion_30day,_u1.lifespan,_u1.signup_to_now_days,_u1.total_silver_coin,_u1.total_gold_bar,_u1.carrying_silver_coin,_u1.carrying_gold_bar,_u1.safebox_silver_coin,_u1.safebox_gold_bar,_u1.if_vip,_u1.play_duration_life,_u1.play_duration_30day,_u1.play_duration_7day,_u1.play_innings_life,_u1.play_innings_30day,_u1.play_innings_7day,_u1.win_innings_life,_u1.win_innings_7day,_u1.lose_innings_life,_u1.lose_innings_7day,_u1.win_rate_life,_u1.win_rate_7day,_u1.pay_count_life,_u1.pay_count_30day,_u1.pay_count_7day,_u1.pay_sum_life,_u1.pay_sum_30day,_u1.pay_sum_7day,_u1.login_count_life,_u1.login_count_7day,_u1.bankrupt_count_life,_u1.bankrupt_count_7day,_u1.relieve_count_life,_u1.relieve_silver_coins_life,_u1.match_innings_life,_u1.match_duration_life,_u1.match_win_rate_life,_u1.recent_login_series_days,_u1.latest_play_coins,_u1.last_active_to_now_days,_u1.last_pay_to_now_days
7344734,辽宁,2018-07-02,0,9,8,0.571428571429,8,6,0,14,0,515,515,17476,0,17476,0,0,0,0,249586,16750,1644,2277,132,13,964,7,1116,3,0.4234,0.7000,0,0,0,0.00,0.00,0.00,504,3,81,1,65,520000,494,74850,0.0000,2,0,0,0
7345211,山东,2018-07-02,1,9,8,0.84,8,4,0,25,0,510,515,52753,0,52753,0,0,0,0,342116,28746,746,1169,132,2,572,1,580,1,0.4893,0.5000,7,0,0,21.00,0.00,0.00,308,1,43,0,39,312000,621,223292,0.0000,0,-1360,5,315
7345532,辽宁,2018-07-02,0,3,3,-0.206349206349,3,76,54,63,58,515,515,500,2,500,2,0,0,0,2141749,120544,28795,14006,773,228,6356,66,7102,161,0.4538,0.2907,159,31,12,326.50,62.00,24.00,3175,73,923,42,663,5304000,10468,1250375,0.0051,17,-27802,0,0
7346521,辽宁,2018-07-02,1,9,8,0.75,8,3,0,12,0,514,515,183385,0,8768,0,174617,0,0,944238,18631,582,8189,150,5,3335,1,4496,2,0.4073,0.3333,0,0,0,0.00,0.00,0.00,883,1,86,0,70,560000,5028,595063,0.0058,0,-3000,1,0
7349422,云南,2018-07-02,0,9,8,0.727272727273,8,9,0,33,0,515,515,2150,0,2149,0,1,0,0,232500,38635,1443,2831,356,17,1061,3,1678,14,0.3748,0.1765,0,0,0,0.00,0.00,0.00,345,4,259,4,201,1608000,1703,102338,0.0147,1,-2160,0,0
7350499,四川,2018-07-02,0,8,8,-0.292682926829,8,53,0,41,0,515,515,468700,0,468700,0,0,0,1,501296,18739,4191,4170,151,33,2153,20,1935,13,0.5163,0.6061,0,0,0,0.00,0.00,0.00,1227,11,196,0,185,1480000,3313,405350,0.0000,75,24000,0,0
7350543,四川,2018-07-02,0,8,8,0.130434782609,8,20,0,23,0,515,515,185365,311,7706,104,177659,207,1,1187473,22492,6169,11101,166,36,5562,16,5338,20,0.5010,0.4444,0,0,0,0.00,0.00,0.00,1658,15,13,0,9,72000,5782,636235,0.0948,5,-3600,0,0
7350600,云南,2018-07-02,0,8,8,0.0740740740741,8,25,0,27,0,515,515,15902,0,15902,0,0,0,0,335812,26864,7438,2479,208,58,655,14,1787,43,0.2642,0.2456,0,0,0,0.00,0.00,0.00,331,12,93,8,88,704000,1205,168333,0.0000,4,-500,0,0
7351039,云南,2018-07-02,1,9,8,0.666666666667,8,5,0,15,0,514,515,11800,0,11800,0,0,0,0,428851,10697,1046,3112,75,7,914,2,2154,5,0.2937,0.2857,0,0,0,0.00,0.00,0.00,535,3,151,1,124,992000,2253,311655,0.0000,0,-1500,1,0
7352682,辽宁,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,12,0,513,515,813780,0,0,0,813780,0,0,3189680,35515,0,14224,160,0,7369,0,6495,0,0.5181,0.0000,1,0,0,6.00,0.00,0.00,1104,2,74,0,64,512000,9873,2232976,0.0000,0,-11433,2,449
7353330,辽宁,2018-07-02,0,8,8,0.6,8,16,0,40,0,515,515,68195,0,2000,0,66195,0,0,810286,81304,5673,4557,495,45,1811,21,2194,24,0.3974,0.4667,0,0,0,0.00,0.00,0.00,944,5,383,0,246,1968000,3083,553227,0.2069,2,-3500,0,0
7358826,云南,2018-07-02,0,8,8,0.166666666667,8,15,0,18,0,512,515,113264,2,13850,2,99414,0,0,919922,18911,2792,9980,220,33,4938,16,4986,17,0.4948,0.4848,0,0,0,0.00,0.00,0.00,831,6,12,0,8,64000,5593,541790,0.0036,0,2160,3,0
7358994,云南,2018-07-02,0,9,8,0.818181818182,8,4,0,22,0,515,515,5400,0,5400,0,0,0,0,87493,23540,470,978,270,6,295,0,507,5,0.3016,0.0000,23,0,0,35.50,0.00,0.00,156,2,44,0,25,200000,187,19639,0.0000,1,-2400,0,35
7359738,云南,2018-07-02,0,8,8,-1.125,8,34,0,16,0,514,515,17001,3,15174,3,1827,0,0,537509,19212,10111,5266,197,95,1885,41,2946,45,0.3580,0.4767,0,0,0,0.00,0.00,0.00,529,7,195,1,84,672000,5177,525914,0.1794,0,0,1,0
7365171,云南,2018-07-02,1,8,5,0.636363636364,5,12,0,33,17,510,515,135933,0,19100,0,116833,0,0,261671,32857,5026,7099,587,44,3295,24,3537,19,0.4641,0.5581,2,1,0,24.00,12.00,0.00,582,2,563,0,419,3352000,6457,226466,0.0228,0,-740,5,7
7366154,辽宁,2018-07-02,0,6,8,-1.18604651163,8,94,0,43,0,515,515,27386,12,4475,12,22911,0,0,420441,112415,67247,2075,579,329,876,149,1093,154,0.4222,0.4917,0,0,0,0.00,0.00,0.00,213,34,68,10,42,336000,1120,221769,0.0411,16,-4056,0,0
7366738,云南,2018-07-02,1,8,7,-1.0,7,10,9,5,16,513,515,2413,0,2413,0,0,0,0,155555,4436,2017,4478,208,99,2038,46,2231,45,0.4551,0.5055,63,4,1,234.50,6.50,2.00,385,6,284,6,166,1328000,4257,149317,0.0000,0,-2000,2,6
7368608,辽宁,2018-07-02,0,8,8,-0.0689655172414,8,31,0,29,0,515,515,68083,0,68083,0,0,0,0,1329818,25543,5329,9405,201,41,2949,11,6324,27,0.3136,0.2895,4,0,0,16.00,0.00,0.00,2695,16,452,3,380,3040000,5667,835489,0.0064,1,-30000,0,75
7370258,四川,2018-07-02,1,9,8,0.25,8,9,0,12,0,513,515,1493,0,1493,0,0,0,0,33062,23451,3423,234,170,24,99,11,132,13,0.4231,0.4583,0,0,0,0.00,0.00,0.00,41,2,58,9,22,176000,64,9611,0.0000,0,-10080,2,0
7371511,山东,2018-07-02,1,8,8,0.208333333333,8,19,0,24,0,512,515,11580,14,11580,14,0,0,0,770194,43173,10323,12889,601,144,5954,83,6883,61,0.4619,0.5764,48,0,0,112.00,0.00,0.00,1142,9,900,6,546,4368000,7574,392787,0.1470,0,-1000,3,39
7377025,云南,2018-07-02,1,8,8,0.574468085106,8,20,0,47,0,511,514,2494,0,2494,0,0,0,0,969470,59141,3265,10312,364,20,2809,9,6475,11,0.2724,0.4500,1,0,0,2.00,0.00,0.00,866,8,281,8,127,1016000,5188,452894,0.0000,0,-4000,3,510
7380426,云南,2018-07-02,0,9,8,0.772727272727,8,5,0,22,0,511,514,44880,0,15937,0,28943,0,0,896464,42137,1736,7857,393,12,2288,4,5405,6,0.2912,0.4000,0,0,0,0.00,0.00,0.00,725,3,11,0,11,88000,1926,238174,0.0000,0,0,3,0
7380653,云南,2018-07-02,0,8,8,-0.0384615384615,8,27,0,26,0,514,514,814,0,814,0,0,0,0,369796,22296,3234,6355,220,24,2822,9,3310,15,0.4441,0.3750,5,0,0,18.00,0.00,0.00,737,8,698,16,502,4016000,2894,145463,0.0259,2,-7066,0,500
7381399,辽宁,2018-07-02,0,6,6,-0.0724637681159,6,74,0,69,0,514,514,297635,0,9666,0,287969,0,1,629764,111827,27118,3837,919,218,1448,79,2034,73,0.3774,0.5197,0,0,0,0.00,0.00,0.00,2530,57,72,0,59,472000,823,117201,0.0000,186,0,0,0
7383762,云南,2018-07-02,0,5,5,0.0,5,10,18,10,52,511,514,2590,6,2590,6,0,0,0,185175,8111,2452,4655,373,99,2002,44,2345,43,0.4301,0.5057,111,10,1,533.50,72.50,6.00,228,4,265,5,137,1096000,3598,160893,0.0136,0,-3000,3,5
7390188,云南,2018-07-02,1,9,7,-0.8,7,9,0,5,46,513,514,3574,0,3574,0,0,0,0,97111,4184,1359,3269,159,47,1525,21,1500,24,0.4665,0.4667,36,7,0,175.00,57.00,0.00,172,3,79,3,38,304000,3110,92927,0.0000,0,-100,1,7
7392252,辽宁,2018-07-02,0,6,6,-0.106060606061,6,73,0,66,0,514,514,30042,0,30042,0,0,0,0,1787104,95692,25255,13732,853,224,5502,87,7794,87,0.4007,0.5000,0,0,0,0.00,0.00,0.00,1519,26,568,9,482,3856000,5966,696005,0.0000,30,0,0,0
7392592,云南,2018-07-02,0,8,5,-0.166666666667,5,35,0,30,12,512,514,785,1,785,1,0,0,0,163343,42394,18113,3217,729,219,1342,95,1788,124,0.4172,0.4338,21,4,0,27.00,3.50,0.00,277,10,317,10,188,1504000,2390,116944,0.0351,0,-2160,2,13
7395996,云南,2018-07-02,0,9,8,0.666666666667,8,4,0,12,0,510,514,38500,0,38500,0,0,0,0,782594,13615,393,9029,157,2,2983,2,5727,0,0.3304,1.0000,0,0,0,0.00,0.00,0.00,752,5,445,0,317,2536000,2948,102293,0.0014,0,5600,4,0
7398079,四川,2018-07-02,0,8,8,0.1875,8,13,0,16,0,513,514,18980,0,18980,0,0,0,0,1842631,19762,3169,25815,283,45,13526,22,10454,21,0.5240,0.5116,137,0,0,160.00,0.00,0.00,1678,8,699,4,499,3992000,17004,1243081,0.0000,0,-900,1,72
7401179,辽宁,2018-07-02,1,9,8,0.8125,8,3,0,16,0,510,514,642839,170,21428,170,621411,0,0,2170648,12848,201,20546,151,2,8675,0,10328,2,0.4222,0.0000,1,0,0,2.00,0.00,0.00,2835,1,367,0,144,1152000,20046,2112767,0.2971,0,-700,4,397
7405057,辽宁,2018-07-02,1,9,8,0.727272727273,8,3,0,11,0,511,514,1483,0,1400,0,83,0,0,61353,21785,1871,233,69,7,97,3,119,4,0.4163,0.4286,0,0,0,0.00,0.00,0.00,77,2,49,2,27,216000,142,31722,0.0000,0,-6000,3,0
7410061,云南,2018-07-02,1,9,8,0.538461538462,8,6,0,13,0,509,514,8000,0,8000,0,0,0,0,37487,20005,2297,709,149,18,291,3,412,15,0.4104,0.1667,0,0,0,0.00,0.00,0.00,68,1,87,1,52,416000,512,11955,0.0176,0,-17878,5,0
7411266,云南,2018-07-02,0,8,8,-0.6,8,56,0,35,0,514,514,589079,0,19590,0,569489,0,0,518752,22910,6246,5556,222,60,2143,35,3312,25,0.3857,0.5833,0,0,0,0.00,0.00,0.00,1303,13,64,0,40,320000,3236,281469,0.0000,14,-740,0,0
7412058,山东,2018-07-02,0,8,8,-0.125,8,36,0,32,0,514,514,2520,150,2520,150,0,0,0,931647,54109,15344,10327,472,142,4767,61,5155,66,0.4616,0.4803,5,0,0,10.00,0.00,0.00,1272,13,455,13,367,2936000,5955,508937,0.0129,1,-4320,0,56
7426040,辽宁,2018-07-02,0,6,6,0.0,6,99,0,99,0,513,513,35135,49,20189,49,14946,0,1,5502696,397226,110441,40817,3579,981,16271,336,22694,414,0.3986,0.4480,47,0,0,417.00,0.00,0.00,4524,77,393,7,316,2528000,23164,3137941,0.0019,191,-3000,0,49
7428466,山东,2018-07-02,0,6,6,0.043956043956,6,87,0,91,6,513,513,42030,7,42030,7,0,0,1,1615614,198238,44414,6635,771,148,2955,86,3369,61,0.4454,0.5850,7,1,0,14.00,2.00,0.00,1134,27,469,2,311,2488000,4513,1031864,0.0286,71,1440,0,7
7428770,云南,2018-07-02,0,9,8,0.742857142857,8,9,0,35,0,509,513,12414,67,12414,67,0,0,0,197236,27891,607,4959,349,7,2121,2,2495,5,0.4277,0.2857,17,0,0,38.00,0.00,0.00,408,2,303,0,212,1696000,4123,147630,0.0745,0,-600,4,447
7429075,云南,2018-07-02,1,8,8,-0.727272727273,8,38,0,22,0,513,513,0,10,0,10,0,0,0,606416,14079,4694,11265,89,27,4822,7,6149,19,0.4281,0.2692,1,0,0,0.50,0.00,0.00,704,8,1070,23,448,3584000,11021,580310,0.1236,4,-3400,0,295
7431351,辽宁,2018-07-02,0,6,6,0.134831460674,6,77,0,89,0,513,513,41463,0,9000,0,32463,0,1,2407405,184675,30224,17287,1405,232,5328,71,11799,156,0.3082,0.3128,4,0,0,12.00,0.00,0.00,3449,39,273,11,222,1776000,10377,1451700,0.0000,70,-1000,0,503
7438124,辽宁,2018-07-02,0,6,3,0.0821917808219,3,67,0,73,47,513,513,343443,17,343443,17,0,0,1,595036,94956,19275,5481,855,167,2096,53,2804,63,0.3824,0.4569,29,3,0,913.00,92.00,0.00,635,23,46,0,30,240000,3709,391962,0.0067,37,14000,0,10
7441098,辽宁,2018-07-02,0,NULL,5,NULL,5,NULL,NULL,12,40,511,513,7940,0,7940,0,0,0,0,1960426,26335,0,9028,100,0,3397,0,5589,0,0.3763,0.0000,178,9,0,934.00,38.00,0.00,1816,3,341,0,278,2224000,5642,1187643,0.0050,0,-1200,2,22
7443901,辽宁,2018-07-02,1,9,8,0.4,8,9,0,15,0,513,513,2361609,0,2361609,0,0,0,1,558563,9595,899,3892,78,7,1382,0,2461,7,0.3551,0.0000,0,0,0,0.00,0.00,0.00,536,6,74,0,48,384000,2261,354146,0.0004,1,-40000,0,0
7443950,四川,2018-07-02,0,9,8,0.2,8,8,0,10,0,513,513,12062,4,12062,4,0,0,0,880643,13064,2420,8807,129,23,4139,12,4596,11,0.4700,0.5217,0,0,0,0.00,0.00,0.00,819,2,277,2,228,1824000,5810,585621,0.0806,1,6031,0,0
7446854,云南,2018-07-02,1,9,5,0.833333333333,5,4,0,24,14,509,513,4817,0,4817,0,0,0,0,25047,14366,370,847,550,14,360,5,416,8,0.4250,0.3846,6,6,0,3.00,3.00,0.00,55,3,57,1,38,304000,297,10681,0.0067,0,-2500,4,21
7448118,云南,2018-07-02,0,6,6,0.154929577465,6,60,0,71,0,513,513,30880,0,30880,0,0,0,1,2423641,79069,10140,32738,1819,429,15553,205,15031,189,0.4751,0.5203,0,0,0,0.00,0.00,0.00,3066,34,439,17,293,2344000,18882,1390137,0.0000,67,-3000,0,0
7450941,云南,2018-07-02,0,8,8,0.1875,8,26,0,32,0,513,513,5960,11,5960,11,0,0,0,710114,27621,9268,5067,253,91,1931,39,2914,52,0.3811,0.4286,1,0,0,0.50,0.00,0.00,933,13,371,5,184,1472000,3415,474796,0.0196,4,-540,0,293
7452995,云南,2018-07-02,0,8,8,0.0,8,38,0,38,0,511,513,78161,0,11862,0,66299,0,0,288149,72233,14406,3001,518,140,1371,67,1496,64,0.4568,0.5115,5,0,0,12.50,0.00,0.00,395,17,81,0,39,312000,1721,130198,0.0000,0,5600,2,114
7453063,辽宁,2018-07-02,1,9,8,0.75,8,3,0,12,0,512,513,59120,0,22020,0,37100,0,0,167625,11598,763,1200,97,5,354,2,681,1,0.2950,0.6667,3,0,0,12.00,0.00,0.00,301,1,60,0,39,312000,971,138671,0.0000,0,8000,1,494
7453943,云南,2018-07-02,1,8,8,-0.384615384615,8,18,0,13,0,508,513,34375,0,18325,0,16050,0,0,109132,16047,10617,1875,194,128,561,67,1305,61,0.2992,0.5234,1,0,0,6.00,0.00,0.00,118,2,94,1,57,456000,1592,85836,0.0000,0,5400,5,430
7455804,云南,2018-07-02,0,6,6,-0.516129032258,6,94,0,62,0,513,513,10028668,866,438475,533,9590193,333,0,1219707,185028,79445,46405,1648,723,18725,204,27597,506,0.4035,0.2873,18,0,0,36.00,0.00,0.00,969,35,42,0,18,144000,43566,948297,0.0000,12,-24000,0,509
7458894,云南,2018-07-02,0,9,8,0.692307692308,8,4,0,13,0,513,513,4347,0,0,0,4347,0,0,117582,7747,93,2024,281,2,781,0,1114,1,0.3859,0.0000,0,0,0,0.00,0.00,0.00,318,1,319,0,195,1560000,1276,79402,0.0000,1,-36483,0,0
7459771,云南,2018-07-02,1,8,6,0.569444444444,6,31,0,72,0,509,513,81047,0,7091,0,73956,0,0,447552,154623,14452,9746,1198,115,4209,30,5395,77,0.4319,0.2804,0,0,0,0.00,0.00,0.00,773,6,494,0,393,3144000,5204,103208,0.0000,0,-1500,3,0
7460193,云南,2018-07-02,1,9,8,0.826086956522,8,4,0,23,0,512,513,1000,0,1000,0,0,0,0,490375,5962,164,9729,248,8,4463,2,4893,5,0.4587,0.2857,1,0,0,2.00,0.00,0.00,587,3,411,1,332,2656000,6257,295233,0.0019,0,-5366,1,376
7460391,四川,2018-07-02,0,8,8,0.243902439024,8,31,0,41,0,513,513,110655,11,20311,11,90344,0,0,903831,50786,10189,12078,483,95,3510,42,8466,49,0.2906,0.4615,0,0,0,0.00,0.00,0.00,1418,14,303,0,264,2112000,6563,487533,0.0034,10,-900,0,0
7460463,四川,2018-07-02,1,8,8,0.637931034483,8,21,0,58,0,512,513,36090,0,19871,0,16219,0,0,2001274,74854,7281,26192,1012,97,13710,45,10392,42,0.5234,0.5172,0,0,0,0.00,0.00,0.00,2984,12,293,1,219,1752000,19175,1483964,0.0000,0,-3000,1,0
7460885,四川,2018-07-02,1,8,8,-0.1,8,11,0,10,0,513,513,38598,0,38598,0,0,0,0,166167,7502,1027,2221,107,16,1157,9,891,5,0.5209,0.6429,0,0,0,0.00,0.00,0.00,174,3,62,0,48,384000,1764,134064,0.0000,1,-1200,0,0
7461362,辽宁,2018-07-02,1,9,8,0.833333333333,8,7,0,42,0,508,513,4086040,43,24140,43,4061900,0,0,1683515,59614,3859,19024,130,8,3560,0,13621,0,0.1871,0.0000,0,0,0,0.00,0.00,0.00,1653,3,3,0,2,16000,11923,871272,0.0000,0,0,5,0
7462339,四川,2018-07-02,1,8,8,-0.583333333333,8,19,0,12,0,511,513,13194,432,2464,232,10730,200,0,265811,12609,4901,2616,81,30,1160,12,1441,18,0.4434,0.4000,0,0,0,0.00,0.00,0.00,362,5,196,3,126,1008000,1888,163012,0.0042,0,-3240,2,0
7464744,云南,2018-07-02,1,9,8,0.9,8,4,0,40,0,507,513,19420,0,19420,0,0,0,0,664439,39886,183,7818,242,2,2689,0,4806,2,0.3439,0.0000,0,0,0,0.00,0.00,0.00,912,3,380,0,307,2456000,4563,336462,0.1286,0,-500,6,0
7466534,山东,2018-07-02,1,8,8,0.357142857143,8,36,0,56,0,510,513,0,0,0,0,0,0,0,527467,102554,21468,3084,403,54,1338,19,1618,35,0.4339,0.3519,1,0,0,6.00,0.00,0.00,409,7,137,1,94,752000,1964,228654,0.0112,0,-6200,3,493
7468922,云南,2018-07-02,0,8,8,-0.3,8,26,0,20,0,511,512,379632,0,8524,0,371108,0,0,583217,20366,2267,10151,218,23,4066,8,5797,15,0.4006,0.3478,2,0,0,4.00,0.00,0.00,996,10,64,0,35,280000,7213,407100,0.0230,0,4262,1,507
7471834,云南,2018-07-02,1,8,8,-0.266666666667,8,19,0,15,0,511,512,795,0,531,0,264,0,0,126718,6029,2107,4275,217,78,1853,35,2053,40,0.4335,0.4667,8,0,0,16.00,0.00,0.00,240,7,235,5,161,1288000,4029,119654,0.0000,0,-2850,1,501
7472746,云南,2018-07-02,1,8,8,0.121212121212,8,29,0,33,0,511,512,12175,0,9008,0,3167,0,0,1249970,26771,5803,15989,347,73,7296,34,8650,39,0.4563,0.4658,23,0,0,69.00,0.00,0.00,1893,15,418,3,330,2640000,12794,1006199,0.0003,0,2160,1,384
7487195,云南,2018-07-02,0,6,6,-0.0649350649351,6,82,0,77,0,512,512,7871870,983,16481,191,7855389,792,1,5858022,129135,38590,98432,995,303,30116,108,65821,194,0.3060,0.3576,25,0,0,58.50,0.00,0.00,4541,38,73,0,46,368000,68169,3791059,0.0044,18,5200,0,109
7492204,山东,2018-07-02,1,6,6,0.183908045977,6,71,0,87,0,512,512,80741,0,5374,0,75367,0,1,1691866,164391,21907,22309,2151,283,8804,144,12497,139,0.3946,0.5088,0,0,0,0.00,0.00,0.00,2067,36,542,0,408,3264000,12611,1029013,0.0006,38,-2160,0,0
7493297,山东,2018-07-02,0,8,8,0.35593220339,8,38,0,59,0,512,512,686046,0,686046,0,0,0,0,2830854,93429,7753,25564,851,96,12820,53,12650,43,0.5015,0.5521,0,0,0,0.00,0.00,0.00,1330,10,596,0,550,4400000,12195,1590249,0.0123,2,10800,0,0
7496759,云南,2018-07-02,1,8,8,-0.416666666667,8,17,0,12,0,512,512,236667,0,236667,0,0,0,0,24268,17285,4938,302,214,60,137,28,163,23,0.4536,0.5490,0,0,0,0.00,0.00,0.00,25,3,14,0,7,56000,75,6297,0.0000,1,60000,0,0
7505458,云南,2018-07-02,1,8,8,0.111111111111,8,24,0,27,0,509,512,44242,0,2894,0,41348,0,0,498498,21555,7065,9002,243,77,3870,33,4962,44,0.4299,0.4286,55,0,0,115.00,0.00,0.00,801,10,315,0,252,2016000,6052,267550,0.0000,0,-540,3,60
7510532,云南,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,10,0,507,512,19289,0,19289,0,0,0,0,111147,11988,0,1396,83,0,499,0,870,0,0.3574,0.0000,14,0,0,36.00,0.00,0.00,118,1,46,0,25,200000,1157,77447,0.0000,0,-2,5,464
7517137,云南,2018-07-02,1,9,8,0.846153846154,8,4,0,26,0,507,512,783597,0,14200,0,769397,0,0,1302585,28349,307,14234,358,4,6749,1,7337,3,0.4741,0.2500,0,0,0,0.00,0.00,0.00,955,1,169,0,115,920000,9376,900154,0.0000,0,-24000,5,0
7518833,云南,2018-07-02,1,9,8,0.818181818182,8,4,0,22,5,505,511,1200,31,1200,31,0,0,0,330977,28053,416,3075,166,2,1212,0,1792,2,0.3941,0.0000,33,1,0,55.00,2.00,0.00,268,1,360,1,145,1160000,2244,187372,0.0352,0,-4600,6,26
7518902,辽宁,2018-07-02,0,8,6,0.333333333333,6,40,0,60,0,511,511,8800,0,8800,0,0,0,1,554582,71968,14999,4269,611,127,1358,45,2716,81,0.3181,0.3571,9,0,0,12.00,0.00,0.00,482,23,231,8,161,1288000,1170,160341,0.0000,5,-1000,0,58
7522213,山东,2018-07-02,1,8,8,0.272727272727,8,16,0,22,0,510,511,2900,0,2900,0,0,0,0,1330279,26520,7455,10866,191,62,3550,11,4752,10,0.3267,0.5238,0,0,0,0.00,0.00,0.00,1155,3,796,2,661,5288000,7858,995499,0.0139,0,-4800,1,0
7523585,辽宁,2018-07-02,0,8,8,0.444444444444,8,15,0,27,0,511,511,786564,0,18421,0,768143,0,0,655664,44624,3972,11588,387,36,2459,13,8753,11,0.2122,0.5417,0,0,0,0.00,0.00,0.00,628,8,73,0,38,304000,4150,172033,0.0024,3,-2739,0,0
7526576,辽宁,2018-07-02,0,8,8,0.151515151515,8,28,0,33,0,511,511,1661796,740,21199,440,1640597,300,1,3760618,53788,17486,14299,183,59,7650,33,6502,26,0.5350,0.5593,0,0,0,0.00,0.00,0.00,3639,35,257,0,197,1576000,10460,2599583,0.1509,250,-4429,0,0
7528104,山东,2018-07-02,0,6,1,0.0,1,90,0,90,61,511,511,36958,0,17278,0,19680,0,1,1153278,186095,50954,11959,2430,675,4945,328,5893,347,0.4135,0.4859,75,22,0,314.00,58.00,0.00,1800,77,466,0,337,2696000,2449,357707,0.0000,49,-1350,0,8
7529492,云南,2018-07-02,0,8,6,0.4,6,36,0,60,0,511,511,0,0,0,0,0,0,1,1047382,74222,12259,10449,898,146,4796,61,5494,85,0.4590,0.4178,0,0,0,0.00,0.00,0.00,1373,12,623,13,509,4072000,6204,674211,0.0061,3,-7520,0,0
7530888,云南,2018-07-02,0,6,6,0.155844155844,6,65,0,77,0,511,511,213212,0,1808,0,211404,0,1,1390383,105579,15818,16792,1270,180,7839,88,8511,92,0.4668,0.4889,0,0,0,0.00,0.00,0.00,1803,25,64,0,49,392000,9475,814878,0.0000,47,-4320,0,0
7533614,云南,2018-07-02,1,9,8,0.25,8,9,0,12,0,509,511,13000,115,13000,115,0,0,0,128573,11075,1828,2020,131,21,908,12,1028,8,0.4495,0.6000,0,0,0,0.00,0.00,0.00,513,3,69,0,53,424000,1297,55973,0.0617,0,-600,2,0
7538021,云南,2018-07-02,0,8,6,0.369230769231,6,41,0,65,0,511,511,1681087,8,64323,8,1616764,0,1,1992527,82573,17552,22376,846,235,8735,113,12876,119,0.3904,0.4871,6,0,0,10.50,0.00,0.00,1665,17,2364,0,296,2368000,19408,1724803,0.2431,33,-500,0,133
7538514,辽宁,2018-07-02,0,9,8,0.739130434783,8,6,0,23,0,510,511,27038,0,484,0,26554,0,0,1103337,56019,2228,4750,246,9,2336,2,2287,7,0.4918,0.2222,0,0,0,0.00,0.00,0.00,915,2,176,0,128,1024000,2391,559014,0.0000,0,-3750,1,0
7538524,山东,2018-07-02,1,8,8,-2.84615384615,8,50,0,13,0,511,511,7349,0,7349,0,0,0,0,482043,25206,19760,2429,127,102,913,47,1506,54,0.3759,0.4653,0,0,0,0.00,0.00,0.00,620,20,209,4,150,1200000,2090,424883,0.0005,1,-540,0,0
7541036,云南,2018-07-02,1,8,5,-1.07692307692,5,27,9,13,14,510,511,1640,0,1640,0,0,0,0,207194,3778,2735,4004,142,89,1885,30,2043,51,0.4708,0.3704,52,3,1,112.00,6.00,2.00,356,9,394,15,219,1752000,3088,152871,0.0023,0,-3000,1,4
7541326,辽宁,2018-07-02,0,8,8,-0.5,8,30,0,20,0,510,511,0,12,0,12,0,0,0,950418,35333,13784,8711,393,154,4176,68,4518,85,0.4794,0.4444,70,0,0,235.00,0.00,0.00,626,10,386,16,248,1984000,6760,766464,0.0760,0,-4073,1,30
7541862,云南,2018-07-02,1,9,8,0.8,8,9,0,45,5,508,511,4800,2,4800,2,0,0,0,411168,48692,1732,11419,836,21,5194,2,5752,8,0.4549,0.2000,51,2,0,68.50,1.00,0.00,1286,3,983,3,739,5912000,9983,317785,0.0016,0,-600,3,11
7543736,云南,2018-07-02,1,5,7,-2.25,7,13,30,4,19,507,511,2852,0,2852,0,0,0,0,108386,5252,5252,2611,168,168,842,60,1737,93,0.3225,0.3922,10,9,9,5.00,4.50,4.50,181,6,144,16,103,824000,1950,61698,0.0000,0,-200,4,4
7545834,云南,2018-07-02,1,8,8,-0.764705882353,8,30,0,17,0,510,511,9700,0,9700,0,0,0,0,522878,13193,6531,5219,101,49,1614,11,3449,37,0.3093,0.2292,3,0,0,6.00,0.00,0.00,711,8,262,2,216,1728000,4839,473962,0.0000,0,-500,1,423
7546593,辽宁,2018-07-02,0,8,5,0.0,5,55,0,55,22,511,511,21390,0,21390,0,0,0,0,492214,118699,30987,2676,681,102,933,54,1712,47,0.3487,0.5347,16,3,0,96.00,18.00,0.00,391,24,36,5,23,184000,1967,365543,0.0000,1,6590,0,11
7547553,辽宁,2018-07-02,0,9,8,0.454545454545,8,6,0,11,0,508,511,17200,0,17200,0,0,0,0,657120,12116,2634,2714,36,8,1058,4,1637,4,0.3898,0.5000,0,0,0,0.00,0.00,0.00,887,4,250,1,208,1664000,1594,362557,0.0000,0,-5000,3,0
7552652,云南,2018-07-02,0,8,8,0.428571428571,8,20,0,35,0,511,511,127949,133,9400,133,118549,0,0,649845,34097,2976,6988,392,38,2833,14,4051,24,0.4054,0.3684,0,0,0,0.00,0.00,0.00,659,6,115,0,87,696000,4804,439106,0.0110,1,-2000,0,0
