_u1.fuid,_u1.fplatformname,_u1.dt,_u1.if_away,_u1.label_score_week,_u1.label_score_month,_u1.play_score_alteration,_u1.label_score,_u1.play_passion_7day,_u1.pay_passion_7day,_u1.play_passion_30day,_u1.pay_passion_30day,_u1.lifespan,_u1.signup_to_now_days,_u1.total_silver_coin,_u1.total_gold_bar,_u1.carrying_silver_coin,_u1.carrying_gold_bar,_u1.safebox_silver_coin,_u1.safebox_gold_bar,_u1.if_vip,_u1.play_duration_life,_u1.play_duration_30day,_u1.play_duration_7day,_u1.play_innings_life,_u1.play_innings_30day,_u1.play_innings_7day,_u1.win_innings_life,_u1.win_innings_7day,_u1.lose_innings_life,_u1.lose_innings_7day,_u1.win_rate_life,_u1.win_rate_7day,_u1.pay_count_life,_u1.pay_count_30day,_u1.pay_count_7day,_u1.pay_sum_life,_u1.pay_sum_30day,_u1.pay_sum_7day,_u1.login_count_life,_u1.login_count_7day,_u1.bankrupt_count_life,_u1.bankrupt_count_7day,_u1.relieve_count_life,_u1.relieve_silver_coins_life,_u1.match_innings_life,_u1.match_duration_life,_u1.match_win_rate_life,_u1.recent_login_series_days,_u1.latest_play_coins,_u1.last_active_to_now_days,_u1.last_pay_to_now_days
7554477,四川,2018-07-02,1,6,6,0.0,6,100,0,100,0,511,511,10378,0,10378,0,0,0,0,6986384,789357,189686,35975,4126,997,19106,561,15013,396,0.5311,0.5862,0,0,0,0.00,0.00,0.00,1813,32,1214,70,403,3224000,31324,6126036,0.5122,117,1920,0,0
7557970,云南,2018-07-02,1,9,8,0.333333333333,8,8,0,12,0,508,511,2072,0,2072,0,0,0,0,69916,3377,272,1274,165,13,529,5,702,8,0.4152,0.3846,0,0,0,0.00,0.00,0.00,168,2,168,3,94,752000,741,45589,0.0000,0,-3000,3,0
7558559,云南,2018-07-02,0,8,8,0.344827586207,8,19,0,29,0,510,511,16740,0,16740,0,0,0,0,146753,28166,1205,1694,415,18,531,5,818,6,0.3135,0.4545,0,0,0,0.00,0.00,0.00,285,5,48,0,42,336000,429,38693,0.0000,0,0,1,0
7566324,山东,2018-07-02,0,6,8,-0.270833333333,8,61,0,48,0,511,511,776,0,776,0,0,0,0,1567165,51414,12630,15904,564,139,7022,57,8485,75,0.4415,0.4318,0,0,0,0.00,0.00,0.00,1641,19,816,10,656,5248000,8231,863193,0.0761,7,-3564,0,0
7570396,辽宁,2018-07-02,0,8,8,0.423076923077,8,15,0,26,4,510,511,63424,0,17649,0,45775,0,0,588934,32545,4257,4361,259,32,1320,11,3005,21,0.3027,0.3438,16,1,0,44.00,2.00,0.00,589,5,75,0,50,400000,3261,442078,0.0000,0,-1000,1,27
7572603,云南,2018-07-02,1,3,3,-0.031746031746,3,65,18,63,21,509,510,11186,8,11186,8,0,0,0,621294,100133,38784,14005,1308,498,6342,252,6892,241,0.4528,0.5112,32,11,4,16.00,5.50,2.00,820,27,483,7,343,2744000,8963,399939,0.1221,0,-600,1,2
7572970,辽宁,2018-07-02,1,9,8,0.55,8,9,0,20,0,507,510,0,46,0,46,0,0,0,704809,14981,1465,8410,167,18,2064,6,6326,12,0.2454,0.3333,43,0,0,86.00,0.00,0.00,959,4,399,7,259,2072000,7659,638678,0.0039,0,-500,3,420
7576610,云南,2018-07-02,0,6,8,-0.970588235294,8,67,0,34,0,510,510,1339,115,1339,115,0,0,0,1138062,40982,17785,12992,637,362,4484,176,8263,158,0.3451,0.5269,1,0,0,2.00,0.00,0.00,975,20,820,16,327,2616000,10510,844669,0.2205,18,-9000,0,509
7582890,山东,2018-07-02,1,8,8,-1.1,8,21,0,10,0,509,510,24400,0,24400,0,0,0,0,447499,19638,7053,3560,102,53,1319,21,1692,31,0.3705,0.4038,2,0,0,4.00,0.00,0.00,375,5,165,4,139,1112000,3357,400471,0.0000,0,-5920,1,493
7583126,山东,2018-07-02,1,8,8,-0.0588235294118,8,36,0,34,0,509,510,1480127,76,111186,76,1368941,0,0,780104,24981,5956,13275,339,77,4679,33,7921,44,0.3525,0.4286,7,0,0,90.00,0.00,0.00,1015,14,37,0,20,160000,11417,634778,0.0103,0,-60000,1,499
7585023,云南,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,25,0,509,510,9000,0,9000,0,0,0,0,127446,32306,0,4123,357,0,1817,0,2066,0,0.4407,0.0000,5,0,0,10.00,0.00,0.00,427,1,314,0,250,2000000,3368,70626,0.0009,0,-3231,1,206
7585862,四川,2018-07-02,0,6,6,-0.030303030303,6,68,0,66,0,510,510,5400,2,5400,2,0,0,1,2311611,79271,17516,49254,1006,210,21789,101,27266,109,0.4424,0.4810,158,0,0,861.00,0.00,0.00,2649,26,1318,14,911,7288000,42923,1922662,0.1020,25,-16000,0,377
7587512,云南,2018-07-02,0,6,6,0.0147058823529,6,67,0,68,0,510,510,29320,0,2115,0,27205,0,1,1222421,84249,18296,21787,1174,215,10284,103,11340,110,0.4720,0.4836,1,0,0,2.00,0.00,0.00,1443,26,612,11,519,4152000,16460,759646,0.0009,29,-1080,0,509
7590040,云南,2018-07-02,1,8,8,-0.416666666667,8,17,0,12,0,510,510,35734,0,11600,0,24134,0,0,248796,8234,5268,1666,58,43,468,28,928,14,0.2809,0.6667,0,0,0,0.00,0.00,0.00,298,5,22,0,19,152000,1094,156004,0.0000,2,2960,0,0
7595682,辽宁,2018-07-02,0,6,6,0.0102040816327,6,97,0,98,0,510,510,2421013,0,1672,0,2419341,0,1,4772231,353477,85844,46043,3450,932,20284,431,23749,489,0.4405,0.4685,36,0,0,122.00,0.00,0.00,3380,44,10,0,5,40000,22810,2372495,0.0000,335,-1200,0,174
7596885,云南,2018-07-02,1,NULL,8,NULL,8,NULL,NULL,25,0,509,510,11000,9,11000,9,0,0,0,1803075,36891,0,20252,580,0,8847,0,11134,0,0.4368,0.0000,379,0,0,1630.00,0.00,0.00,1521,1,1568,0,661,5288000,13207,1201201,0.1063,0,-2,1,70
7600114,辽宁,2018-07-02,0,8,8,0.5,8,18,0,36,0,510,510,592140,317,24240,185,567900,132,0,3398473,51898,8321,23651,376,60,10231,18,13080,34,0.4326,0.3462,8,0,0,20.00,0.00,0.00,1819,6,48,0,35,280000,22750,3275741,0.2235,4,6000,0,419
7607512,其他,2018-07-02,0,8,8,-0.416666666667,8,34,0,24,0,509,510,18000,0,18000,0,0,0,0,286640,28708,8067,374,41,12,0,0,0,0,0.0000,0.0000,0,0,0,0.00,0.00,0.00,371,8,0,0,0,0,309,242108,0.0000,0,0,1,0
7608277,辽宁,2018-07-02,0,8,8,-0.272727272727,8,28,0,22,0,510,510,238315,0,9918,0,228397,0,0,576482,39397,11545,4318,316,93,1504,32,2243,45,0.3483,0.4156,0,0,0,0.00,0.00,0.00,356,9,13,0,7,56000,2174,295532,0.0000,2,-500,0,0
7610394,云南,2018-07-02,1,8,5,0.459459459459,5,20,0,37,12,510,510,14020,35,14020,32,0,3,1,718056,40535,3015,8083,514,41,3370,21,4502,20,0.4169,0.5122,111,4,0,94.00,3.50,0.00,1131,7,1086,0,576,4608000,6099,451038,0.1777,1,-1000,0,29
7611511,辽宁,2018-07-02,0,8,8,-0.461538461538,8,38,0,26,0,510,510,599615,0,4500,0,595115,0,0,593659,39517,12896,6095,476,153,2784,76,3301,77,0.4568,0.4967,1,0,0,2.00,0.00,0.00,540,8,11,0,7,56000,3031,334337,0.0000,5,540,0,508
7611535,云南,2018-07-02,1,8,8,0.787234042553,8,10,0,47,0,508,510,37128,0,15968,0,21160,0,0,671730,49182,2065,9210,1017,22,4202,9,4886,13,0.4562,0.4091,12,0,0,56.00,0.00,0.00,845,3,217,0,171,1368000,5043,362463,0.0000,0,-1350,2,360
7612684,云南,2018-07-02,1,8,8,0.714285714286,8,12,0,42,0,510,510,10072,0,10072,0,0,0,0,634399,70797,4570,7779,742,71,3673,39,3856,32,0.4722,0.5493,4,0,0,8.00,0.00,0.00,1295,9,1050,2,612,4896000,6253,499402,0.0014,2,-12000,0,381
7617743,云南,2018-07-02,1,8,8,0.769230769231,8,12,0,52,0,506,510,19899,14,19899,14,0,0,0,858362,70395,5049,9063,619,53,4154,24,4786,29,0.4583,0.4528,0,0,0,0.00,0.00,0.00,943,5,639,0,484,3872000,4475,428761,0.0016,0,-2765,4,0
7617848,云南,2018-07-02,0,8,8,0.0909090909091,8,10,0,11,0,507,510,91616,0,8999,0,82617,0,0,266429,9388,2439,1753,59,16,774,8,889,7,0.4415,0.5333,0,0,0,0.00,0.00,0.00,383,2,287,0,148,1184000,185,34370,0.0000,0,1200,3,0
7620045,云南,2018-07-02,0,8,8,0.0,8,14,0,14,0,509,510,9560,0,9560,0,0,0,0,191357,11712,1771,2685,124,22,1201,8,1484,14,0.4473,0.3636,1,0,0,2.00,0.00,0.00,415,7,258,0,196,1568000,1755,112380,0.0023,0,1080,1,262
7623867,云南,2018-07-02,0,8,8,-0.127659574468,8,53,0,47,0,510,510,9280,0,9280,0,0,0,0,630358,15965,3420,6746,185,38,2948,12,3799,26,0.4370,0.3158,2,0,0,4.00,0.00,0.00,1632,18,668,12,599,4792000,4496,426354,0.0000,30,-2160,0,422
7626143,山东,2018-07-02,1,8,8,0.392857142857,8,17,0,28,0,507,510,46010,294,10400,174,35610,120,0,863967,33880,7857,9216,244,47,4449,25,4681,22,0.4827,0.5319,2,0,0,4.00,0.00,0.00,806,9,126,0,72,576000,7779,684626,0.2724,0,-300,3,105
7643432,云南,2018-07-02,0,3,1,-0.0722891566265,1,89,34,83,62,509,509,1240,1,1240,1,0,0,0,1065575,179260,57935,19741,1849,600,9026,277,10481,323,0.4572,0.4617,86,20,5,230.00,98.00,10.00,2060,61,1548,23,1284,10272000,9916,217094,0.0000,179,-4320,0,0
7643639,山东,2018-07-02,1,8,8,-0.521739130435,8,35,0,23,0,509,509,7926,0,7926,0,0,0,0,311446,14583,4694,3576,163,53,1685,20,1891,33,0.4712,0.3774,0,0,0,0.00,0.00,0.00,602,8,223,3,197,1576000,2331,203346,0.0000,1,-5954,0,0
7644650,云南,2018-07-02,1,9,8,0.9,8,5,0,50,7,504,509,0,85,0,82,0,3,0,861696,68165,694,16982,665,7,6482,1,9819,5,0.3817,0.1667,21,3,0,28.00,1.50,0.00,1234,1,880,4,611,4888000,10002,456640,0.0687,0,-600,5,19
7645809,四川,2018-07-02,1,8,8,0.172413793103,8,24,0,29,0,506,509,34007,44,3000,44,31007,0,0,594556,33777,9290,4141,207,58,1570,25,2372,32,0.3791,0.4386,0,0,0,0.00,0.00,0.00,651,7,330,8,161,1288000,2132,242613,0.0539,0,-19483,3,0
7646834,四川,2018-07-02,1,8,5,0.5,5,23,0,46,27,505,509,9316,56,9316,56,0,0,0,3436680,73391,15969,34178,920,171,15818,83,17707,87,0.4628,0.4882,234,4,0,2209.00,24.00,0.00,3410,13,920,38,337,2696000,22334,2520208,0.3013,0,-169600,4,10
7648212,四川,2018-07-02,0,8,8,0.0666666666667,8,28,0,30,0,509,509,153310,0,5600,0,147710,0,1,770378,40366,7394,5507,246,42,2170,17,3196,25,0.3940,0.4048,4,0,0,5.00,0.00,0.00,1284,18,209,0,88,704000,2643,415089,0.0235,20,-3000,0,141
7649418,辽宁,2018-07-02,1,8,8,0.782608695652,8,10,0,46,0,505,509,452507,7,32902,7,419605,0,0,2466668,81112,7001,27795,667,34,14034,16,13525,18,0.5049,0.4706,70,0,0,100.50,0.00,0.00,3649,25,206,0,156,1248000,26119,2094430,0.3930,0,7000,4,39
7650576,云南,2018-07-02,1,9,5,0.590909090909,5,9,0,22,27,505,509,14000,14,14000,14,0,0,0,788552,23184,843,9681,323,10,4355,6,5082,4,0.4499,0.6000,78,2,0,444.50,24.00,0.00,638,2,110,0,73,584000,8560,702865,0.3251,0,-600,4,20
7652107,云南,2018-07-02,1,8,8,-0.529411764706,8,26,0,17,0,509,509,1876,7,1876,7,0,0,0,475933,18758,9268,5031,125,51,1803,19,3001,26,0.3584,0.4222,31,0,0,38.00,0.00,0.00,749,9,852,6,394,3152000,3935,329474,0.0292,2,-2595,0,213
7656217,云南,2018-07-02,1,9,8,0.833333333333,8,5,0,30,0,503,509,795,3824,795,1914,0,1910,0,966818,31542,1942,11648,445,21,5172,8,6180,13,0.4440,0.3810,45,0,0,479.00,0.00,0.00,1604,3,1019,2,688,5504000,8609,622496,0.0022,0,-5400,6,38
7657511,辽宁,2018-07-02,1,8,8,0.470588235294,8,18,0,34,0,505,509,0,0,0,0,0,0,0,310654,57225,12292,1323,195,52,419,18,897,33,0.3167,0.3529,0,0,0,0.00,0.00,0.00,482,12,242,6,191,1528000,876,195532,0.0000,0,-7670,4,0
7661595,四川,2018-07-02,0,6,6,0.0,6,64,0,64,0,509,509,112183,0,1698,0,110485,0,1,1882215,49436,13686,17752,461,123,9029,58,8720,63,0.5086,0.4793,0,0,0,0.00,0.00,0.00,1473,19,211,0,170,1360000,12450,1327302,0.0000,77,-3200,0,0
7662949,辽宁,2018-07-02,1,8,8,0.45,8,11,0,20,0,506,509,84419,0,20000,0,64419,0,0,629000,35752,5074,5430,177,28,1944,16,3273,10,0.3580,0.6154,0,0,0,0.00,0.00,0.00,674,7,89,0,61,488000,2851,222938,0.0000,0,2000,3,0
7665700,山东,2018-07-02,0,9,8,0.5,8,5,0,10,0,506,509,7291,0,6860,0,431,0,0,135483,17425,3090,1121,42,7,467,3,654,4,0.4166,0.4286,0,0,0,0.00,0.00,0.00,133,1,91,1,89,712000,425,43770,0.0000,0,-3959,3,0
7666880,辽宁,2018-07-02,0,8,6,0.409836065574,6,36,0,61,0,509,509,137954,315,10200,315,127754,0,0,832522,143584,19916,4284,1242,127,1997,52,2147,75,0.4662,0.4094,0,0,0,0.00,0.00,0.00,695,15,115,0,90,720000,2248,517201,0.1268,3,-1080,0,0
7672531,云南,2018-07-02,1,8,8,-0.153846153846,8,15,0,13,0,507,509,9789,0,9789,0,0,0,0,611100,18102,3268,5246,176,33,2041,5,3082,28,0.3891,0.1515,0,0,0,0.00,0.00,0.00,525,9,59,3,47,376000,4275,510176,0.0000,0,-2700,2,0
7673382,辽宁,2018-07-02,0,8,8,0.108695652174,8,41,0,46,0,509,509,232106,0,2962,0,229144,0,0,558322,51293,15597,4481,432,128,1566,51,2387,64,0.3495,0.4435,2,0,0,6.00,0.00,0.00,710,20,166,0,125,1000000,928,126075,0.0000,1,-2500,0,487
7675594,辽宁,2018-07-02,1,8,8,-1.53846153846,8,33,0,13,0,508,509,27980,6,20000,6,7980,0,0,770201,24265,16650,6347,273,194,2915,113,3325,81,0.4593,0.5825,3,0,0,6.00,0.00,0.00,705,11,59,0,42,336000,5609,679979,0.0513,0,8640,1,500
7680360,云南,2018-07-02,0,8,8,-0.363636363636,8,15,0,11,0,504,509,2074,0,2074,0,0,0,0,665802,15688,8124,8643,73,43,3754,13,4300,28,0.4343,0.3171,0,0,0,0.00,0.00,0.00,793,11,447,7,371,2968000,6062,405114,0.0000,0,-1200,5,0
7680747,云南,2018-07-02,0,6,6,-0.148648648649,6,85,0,74,0,509,509,512838,0,10480,0,502358,0,0,1666656,111473,46749,30717,1683,734,11893,365,18576,341,0.3872,0.5170,52,0,0,83.00,0.00,0.00,2006,57,333,0,214,1712000,13463,691147,0.0003,27,-2774,0,108
7688850,四川,2018-07-02,1,8,8,0.0,8,11,0,11,0,506,508,9410,0,9410,0,0,0,0,496600,12221,1555,4109,127,17,1746,5,2298,11,0.4249,0.3125,19,0,0,35.50,0.00,0.00,380,6,174,3,115,920000,2771,276716,0.0000,0,300,2,187
7689466,云南,2018-07-02,0,8,8,-2.8,8,38,0,10,0,508,508,36317,0,1140,0,35177,0,0,239815,6097,5491,4143,66,59,1873,28,2215,31,0.4521,0.4746,0,0,0,0.00,0.00,0.00,603,17,338,8,277,2216000,3161,150706,0.0000,7,-8640,0,0
